Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflaction correction,Old PPP exchange,Old adjusted value
Photovoltaic panels,,,,,,,,annual average,,,,,,Installation of PV panels,cost,building,financial,,,,,0,,,,58.87899378984,,,,,,,,Dfb,North America,USA,"Grand Rapids, MI",Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Installation of PV panels,cost,building,financial,,,,,0,,,,45.44800514711,,,,,,,,Csb,North America,USA,"Portland, OR",Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Installation of PV panels,cost,building,financial,,,,,0,,,,42.93915310905,,,,,,,,Csa,Europe,Italy,Genoa,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Installation of PV panels,cost,building,financial,,,,,0,,,,96.07552765533,,,,,,,,Cwa,Asia,South Korea,Seoul,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Installation of PV panels,cost,building,financial,,,,,0,,,,96.07552765533,,,,,,,,Cwa,Asia,South Korea,Seoul,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Installation of PV panels,cost,building,financial,,,,,0,,,,72.79264667468,,,,,,,,Csa,Europe,Portugal,Lisbon,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Installation of PV panels,cost,building,financial,,,,,0,,,,63.06870611443,,,,,,,,Dfa,North America,USA,"Champain, IL",Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Installation of PV panels,cost,building,financial,,,,,0,,,,97.43078484468,,,,,,,,Cfa,North America,USA,"Gainesville, FL",Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,1.06564515885,,,,,,,,Csa,Europe,Portugal,Lisbon,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,1.06564515885,,,,,,,,Csa,Europe,Portugal,Lisbon,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,0.29740854633,,,,,,,,Cfb,Europe,United Kingdom,London,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,0.83131785425,,,,,,,,Csa,Europe,Italy,Rome,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,1.53556261420,,,,,,,,Bsh,Europe,Spain,Santa Cruz de Tenerife,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,0.29091095968,,,,,,,,Cfb,Europe,The Netherlands,Amsterdam,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,0.93721609587,,,,,,,,Csa,Europe,Spain,Sevilla,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,0.65528328651,,,,,,,,Cfa,Europe,Italy,Trieste,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,0.84836568864,,,,,,,,Cfa,Europe,Italy,Ancona,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,1.16276864637,,,,,,,,Csa,Europe,Italy,Palermo,Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,0.76057715291,,,,,,,,Cfa,North America,USA,"Athens, GA",Authors' calculations (PV costs - review.csv),,,,,,,,,
Photovoltaic panels,,,,,,,,annual average,,,,,,Maintenance of PV panels,cost,building,financial,,,,,every year,,,,0.73049938343,,,,,,,,Bsk,Europe,Spain,Lleida,Authors' calculations (PV costs - review.csv),,,,,,,,,
